full_name,url,stars,forks,language,domain,what_it_extracts,created,last_activity,current_mechanism,hand_rolled,volume_signals
yifanfeng97/Hyper-Extract,https://github.com/yifanfeng97/Hyper-Extract,3311,392,Python,general,"Hypergraph is more powerful. Transform unstructured text into structured knowledge with LLMs. Graphs, hypergraphs, and spatio-temporal extractions — with one command.",2026-01-07,2026-08-14,openai_structured_outputs,yes,batch;pdf
NanoNets/docstrange,https://github.com/NanoNets/docstrange,1520,136,Python,general,"Extract and convert data from any document, images, pdfs, word doc, ppt or URL into multiple formats (Markdown, JSON, CSV, HTML) with intelligent structured data extraction and advanced OCR.",2025-07-31,2026-08-12,openai_structured_outputs,yes,batch;pdf;ocr_vision;web_scrape;eval
gaoisbest/NLP-Projects,https://github.com/gaoisbest/NLP-Projects,581,152,OpenEdge ABL,general,"word2vec, sentence2vec, machine reading comprehension, dialog system, text classification, pretrained language model (i.e., XLNet, BERT, ELMo, GPT), sequence labeling, information retrieval, informati",2017-07-10,2026-08-12,none shown,yes,pdf;eval
cernis-intelligence/docuglean-ocr,https://github.com/cernis-intelligence/docuglean-ocr,116,2,Python,general,"Document AI. Extract structured data like JSON, Markdown and HTML from documents using LLMs and AI agents.",2025-09-02,2026-07-07,openai_structured_outputs,yes,batch;pdf;ocr_vision
Sudhanshu1304/table-transformer,https://github.com/Sudhanshu1304/table-transformer,101,26,Python,general,"🔍 Table Extraction Tool: A powerful open-source solution combining OCR and computer vision for extracting structured tabular data from images. Ideal for LLM preprocessing, data analysis, and automatio",2025-01-23,2026-07-22,none shown,yes,ocr_vision;web_scrape;eval
Nano-Collective/get-md,https://github.com/Nano-Collective/get-md,88,5,TypeScript,general,"A fast, lightweight HTML to Markdown converter optimized for LLM consumption. Uses proven parsing libraries to deliver clean, well-structured markdown with intelligent content extraction and noise fil",2025-10-23,2026-08-11,none shown,yes,pdf;ocr_vision;web_scrape
parsee-ai/parsee-core,https://github.com/parsee-ai/parsee-core,84,3,Python,general,Retrieval of fully structured data made easy. Use LLMs or custom models. Specialized on PDFs and HTML files. Extensive support of tabular data extraction and multimodal queries.,2024-02-14,2026-07-09,none shown,yes,pdf;ocr_vision;web_scrape;eval
Capevace/data-wizard,https://github.com/Capevace/data-wizard,75,20,JavaScript,general,"Extract structured data from PDFs, Word docs and images. Embeddable directly into your application, regardless of the stack.",2024-08-23,2026-08-11,none shown,yes,batch;pdf;ocr_vision;eval
keepongo/video-summarizer,https://github.com/keepongo/video-summarizer,59,7,Python,general,An AI agent skill that extracts subtitles/transcripts from video platforms and generates structured summary notes with keyframe screenshots. Works with **Cursor** and **Claude Code**.,2026-02-25,2026-08-04,none shown,yes,eval
developer0hye/anytomd-rs,https://github.com/developer0hye/anytomd-rs,47,3,Rust,general,"Pure Rust document-to-Markdown converter for LLM workflows (DOCX, PPTX, XLSX, HTML, CSV, JSON, XML, images).",2026-02-17,2026-08-09,openai_structured_outputs,yes,batch;pdf;web_scrape
lololerigolo60/Prompt-architect,https://github.com/lololerigolo60/Prompt-architect,45,3,Python,general,Prompt Architect Pro is a Python desktop app that uses local Ollama LLMs to analyze raw texts and images. It extracts and structures visual descriptions into optimized JSON prompts for generative AI. ,2026-07-25,2026-08-12,none shown,yes,batch;ocr_vision
arshad-yaseen/ocr-llm,https://github.com/arshad-yaseen/ocr-llm,42,5,TypeScript,general,"⚡️ Fast, ultra-accurate text extraction from any image or PDF—including challenging ones—with structured markdown output powered by vision models.",2024-11-05,2026-08-12,none shown,yes,pdf;ocr_vision;eval
vifreefly/nukitori,https://github.com/vifreefly/nukitori,30,1,Ruby,general,"Nukitori is a Ruby gem for HTML data extraction. It uses an LLM once to generate reusable XPath schemas, then extracts structured data from similarly structured pages using plain Nokogiri. This makes ",2026-01-06,2026-02-08,none shown,yes,web_scrape;eval
brandonrobertz/llm-document-extraction,https://github.com/brandonrobertz/llm-document-extraction,26,1,Python,general, A proof of concept tool for using local LLMs to transform messy text documents into structured JSON ,2024-02-23,2026-06-29,none shown,yes,pdf
parsee-ai/parsee-datasets,https://github.com/parsee-ai/parsee-datasets,24,1,Jupyter Notebook,general,"Datasets, case studies and benchmarks for extracting structured information from PDFs, HTML files or images, created by the Parsee.ai team. Datasets also on Hugging Face: https://huggingface.co/parsee",2024-03-18,2026-06-02,none shown,yes,pdf;eval
jehumtine/synthetic_data_generator,https://github.com/jehumtine/synthetic_data_generator,24,4,Python,general,"This script is designed to convert bodies of text into a question and answer JSON format using the GPT-4 language model. The process involves extracting text from PDF files, tokenizing the text, gener",2023-07-25,2025-11-12,none shown,yes,pdf
DIAGNijmegen/llm_extractinator,https://github.com/DIAGNijmegen/llm_extractinator,20,3,Python,general,This project enables the efficient extraction of structured data from unstructured text using large language models (LLMs). It provides a flexible configuration system and supports a variety of tasks.,2024-12-12,2026-07-28,none shown,yes,
firecrawl/openai-structured-outputs-with-firecrawl,https://github.com/firecrawl/openai-structured-outputs-with-firecrawl,20,3,Python,general, This repository demonstrates how to leverage OpenAI's GPT-4 models with JSON Strict Mode to extract structured data from web pages. It combines web scraping capabilities from Firecrawl with OpenAI's ,2024-08-14,2026-01-09,none shown,yes,web_scrape
Mellow-Artificial-Intelligence/openextract,https://github.com/Mellow-Artificial-Intelligence/openextract,18,5,Python,general,"Extract structured data from documents, images, audio, and video using LLMs in Python",2025-07-28,2026-08-13,grammar_constrained;outlines,no,batch;pdf;ocr_vision
zhama-ai/a2ui-react,https://github.com/zhama-ai/a2ui-react,16,0,TypeScript,general,"🤖 A2UI Protocol React Implementation | AI 驱动的动态 UI 协议  Enable AI agents to generate rich, interactive user interfaces through structured JSON. Transform LLM outputs into beautiful UIs instead of plain",2025-12-25,2026-06-12,none shown,yes,
mateffy/struktur,https://github.com/mateffy/struktur,15,1,JavaScript,general,"All-in-one tool for structured data extraction using LLMs. Feed it documents, get back validated JSON. Handles parsing files, chunking, retries, merging, and deduplication — you just define the schema",2026-02-02,2026-08-11,none shown,yes,pdf
47thtechcorner/RayCodes_LangExtract,https://github.com/47thtechcorner/RayCodes_LangExtract,14,2,Python,general,Google LangExtract is NOW LOCAL! Zero Hallucination Document AI - Structured information extraction using local Ollama models with exact character offset grounding,2026-08-11,2026-08-14,none shown,yes,pdf;ocr_vision
Fu-Jie/open-webui-pipeline-wisdom-synthesizer,https://github.com/Fu-Jie/open-webui-pipeline-wisdom-synthesizer,14,0,Python,general,An external pipeline filter for Open WebUI that refactors aggregate requests with collective wisdom to output structured expert analysis reports.,2026-03-22,2026-07-08,none shown,yes,eval
Zinalr44/AI-Powered-Material-Estimation-from-Architectural-PDFs,https://github.com/Zinalr44/AI-Powered-Material-Estimation-from-Architectural-PDFs,12,4,Python,general,"Developed an AI-driven system using Groq + LLaMA 3 for automated material estimation from architectural PDFs. Implemented OCR, PyMuPDF, and pdfplumber to extract structured room-wise data, optimizing ",2025-04-22,2026-08-03,none shown,yes,batch;pdf;ocr_vision
Blacksuan19/structx,https://github.com/Blacksuan19/structx,11,0,Python,general,Type-safe structured data extraction from text using LLMs.,2025-02-13,2026-07-12,none shown,yes,pdf;ocr_vision;eval
bickov/slimsnap-schema,https://github.com/bickov/slimsnap-schema,10,0,,general,"Open MIT JSON Schema 2020-12 spec for SlimSnap captures. Bounding boxes, OCR text, extracted colors, annotations with intent and target_ref.",2026-05-19,2026-07-10,none shown,yes,batch;ocr_vision
baughmann/tikara,https://github.com/baughmann/tikara,10,0,Python,general,The metadata and text content extractor for almost every file type.,2025-01-25,2026-08-10,none shown,yes,pdf;ocr_vision;eval
hwdsl2/docker-docling,https://github.com/hwdsl2/docker-docling,10,0,Shell,general,"Docker image for a self-hosted Docling document parsing server. Converts PDF, DOCX, PPTX, HTML, and more to Markdown/JSON. Powered by IBM Docling. Features sync/async conversion, chunking for RAG, NVI",2026-05-11,2026-08-08,none shown,yes,batch;pdf;ocr_vision;eval
rustyneuron01/Conversation-Genome-Project,https://github.com/rustyneuron01/Conversation-Genome-Project,9,4,Python,general,"Structured data & semantic tagging pipeline. Turns raw text (conversations, web pages, surveys) into tagged data for AI and search. Coordinators set ground truth; workers run LLM inference on windows.",2025-05-14,2026-04-26,none shown,yes,pdf;web_scrape;eval
NeuralSamurAI/ComfyUI-PromptJSON,https://github.com/NeuralSamurAI/ComfyUI-PromptJSON,8,3,Python,general,"PromptJSON is a custom node for ComfyUI that structures natural language prompts and generates prompts for external LLM nodes in image generation workflows. It aids in creating consistent, schema-base",2024-08-07,2026-08-03,none shown,yes,
K2alyan/aksharaMD,https://github.com/K2alyan/aksharaMD,7,0,Python,general,LLM document ingestion pipeline with AI readiness scoring and structured Markdown/JSON output.,2026-06-29,2026-07-25,none shown,yes,batch;pdf;ocr_vision;web_scrape;eval
ciaranmci27/valiance-media-auto-blog-generator,https://github.com/ciaranmci27/valiance-media-auto-blog-generator,7,3,Python,general,"An autonomous blog generation system powered by Claude AI. Processes topics from a queue, outputs structured JSON content blocks to Supabase, with optional Shopify sync and AI image generation.",2025-12-11,2026-07-17,none shown,yes,
JannesKlaas/doxstractor,https://github.com/JannesKlaas/doxstractor,7,0,HTML,general,Extract structured data from document in a modular way using NLP and LLMs.,2024-04-13,2025-04-26,none shown,yes,web_scrape
MoAshour93/Convert_PDF_Office_Files_to_MarkDown_CSV,https://github.com/MoAshour93/Convert_PDF_Office_Files_to_MarkDown_CSV,6,1,Python,general,"🔄 Streamlit-powered file conversion utility that transforms various document formats into Markdown and structured CSV data, with integrated LLM capabilities for automated Q&A generation - perfect for ",2025-01-05,2026-03-29,none shown,yes,pdf;ocr_vision;web_scrape
haris-sujethan/repo-2-pdf,https://github.com/haris-sujethan/repo-2-pdf,6,0,Python,general,"Convert your repositories into PDFs and structured JSON outputs, giving LLMs full context of your codebase",2025-07-06,2026-04-23,none shown,yes,pdf
shaadclt/PDF-Data-Extraction-PyMuPDF4LLM,https://github.com/shaadclt/PDF-Data-Extraction-PyMuPDF4LLM,6,0,Jupyter Notebook,general,"This repository demonstrates how to extract text, images, and structured content from PDF documents using pymupdf4llm in Google Colab. It also includes data preparation for LlamaIndex for further docu",2024-11-12,2025-09-30,none shown,yes,pdf
dignite-projects/vault-extract,https://github.com/dignite-projects/vault-extract,6,1,C#,general,"A channel layer that turns any content requiring IDP — scans, photos, image PDFs, Office files, digital-born docs — into trustworthy structured data: OCR + Markdown + metadata + optional field extract",2026-04-20,2026-07-17,none shown,yes,batch;pdf;ocr_vision;eval
IBM/kep,https://github.com/IBM/kep,5,0,Python,general,Knowledge Extraction Pipeline is a modular and extensible repository designed to extract structured knowledge from scientific and technical documents using large language models (LLMs). It allows user,2025-12-11,2026-08-06,none shown,yes,pdf;ocr_vision;web_scrape;eval
ElinahMoyo/furrow,https://github.com/ElinahMoyo/furrow,5,1,Python,general,"lightweight, zero-dependency Python algorithm and state-machine to clean up, segment, and format structured question chains from messy OCR, handwriting text dumps, transcripts, and LLM outputs.",2026-06-27,2026-08-05,none shown,yes,ocr_vision
ParthGanatra/agent-skills,https://github.com/ParthGanatra/agent-skills,5,0,Shell,general,"Claude Code agent skills. Includes youtube-summary: a YouTube video summarizer that writes structured notes (TL;DR, takeaways, chapters) with optional slide extraction.",2026-05-22,2026-08-06,none shown,yes,
Eviaiy/Extract-Food-Facts,https://github.com/Eviaiy/Extract-Food-Facts,5,0,HTML,general,"This tool uses LLM and OCR to extract nutrition information from food images, converting it into structured JSON for easy analysis by data enthusiasts.",2024-02-09,2025-09-23,none shown,yes,ocr_vision
oiu85/toon-converter-windows-applicarion,https://github.com/oiu85/toon-converter-windows-applicarion,5,0,Dart,general,"Professional Windows desktop app that converts JSON/Text to TOON format,  optimizing LLM token usage by 15-30% while maintaining 100% data fidelity.",2025-12-18,2025-12-20,none shown,yes,batch;eval
badpaybad/Ner_Llm_Gpt,https://github.com/badpaybad/Ner_Llm_Gpt,5,0,Python,general,"llamacpp usage, convert huggingface model to gguf and build docker image to run with CPU. name entity recognition, phoGPT, vinallama",2023-12-24,2026-01-06,none shown,yes,
MrAliHasan/Agentic-Procure-Audit-AI,https://github.com/MrAliHasan/Agentic-Procure-Audit-AI,4,0,Python,general,"AI-powered procurement intelligence agent with local LLM, document OCR, vendor scoring, and web research. Analyze bids, extract structured data, and make decisions - 100% private.",2026-02-06,2026-07-05,none shown,yes,pdf;ocr_vision;web_scrape;eval
Gowthambalan/img2json-extractor-Llama-4,https://github.com/Gowthambalan/img2json-extractor-Llama-4,4,0,Python,general,"A Flask-based tool to visually explore images inside subfolders, extract structured data using an LLM, and view the results as JSON.",2025-07-08,2026-04-06,none shown,yes,pdf;ocr_vision;web_scrape
petermartens98/FireCrawl-LLM-Website-Info-Finder-Python-Streamlit-App-,https://github.com/petermartens98/FireCrawl-LLM-Website-Info-Finder-Python-Streamlit-App-,3,1,Python,general,"Streamlit app for scraping multiple websites with Firecrawl. Define custom schemas dynamically, input URLs, and get JSON output. Simple and robust.",2025-03-06,2026-03-06,none shown,yes,web_scrape
AwanRaskall/llm-tms-order-module,https://github.com/AwanRaskall/llm-tms-order-module,3,0,C#,general,The module introduces a language-model-driven interpretation layer that extracts structured transport attributes from unstructured email messages and generates validated draft records prior to officia,2026-05-22,2026-06-25,none shown,yes,eval
flavioespinoza/ai-llm-data-visualizer,https://github.com/flavioespinoza/ai-llm-data-visualizer,3,1,TypeScript,general,"AI-powered data visualization tool built with Next.js, TypeScript, Tailwind CSS, D3.js, and OpenAI’s GPT-4o. Users input text or prompts to generate structured JSON and render interactive bar, line, o",2025-03-24,2026-03-04,none shown,yes,
manuelcozar55/markitdown-skill,https://github.com/manuelcozar55/markitdown-skill,3,0,,general,"Agent skill for converting PDFs, Office files, web pages, archives, and structured data into clean, token-efficient Markdown for LLM pipelines",2026-06-02,2026-06-08,none shown,yes,pdf;ocr_vision;eval
shibi1306/LLM-Friendly,https://github.com/shibi1306/LLM-Friendly,3,0,JavaScript,general,"Convert PDF, DOCX, XLSX, PPTX, HTML, CSV, plain text, JSON and image files to Markdown directly inside AI‑chat websites.",2026-06-20,2026-08-12,none shown,yes,pdf;ocr_vision;web_scrape
ArshTiwari2004/SIH,https://github.com/ArshTiwari2004/SIH,3,2,JavaScript,general,A full stack project built for educational institutions to automate annual report generation using Artificial Intelligence. The system leverages Large Language Models (LLMs) to process and organize un,2024-08-29,2026-01-16,none shown,yes,pdf
ArisRhiannon/DocMarrow,https://github.com/ArisRhiannon/DocMarrow,3,0,TypeScript,general,"Pure TypeScript document parser for PDF → Markdown, JSON and RAG chunks.",2026-06-04,2026-07-16,none shown,yes,pdf;ocr_vision;eval
manchittlab/TheCrawler,https://github.com/manchittlab/TheCrawler,2,0,TypeScript,general,"Open-source web scraper + LLM-powered structured extraction. PDF/DOCX, markdown, JSON-LD, microdata, commerce data, forms, 16 analytics-tracker detection. Structured errors with retryable flags. Adapt",2026-04-14,2026-08-10,grammar_constrained,yes,pdf;web_scrape
HimashaHerath/webextract,https://github.com/HimashaHerath/webextract,2,0,Python,general,AI-powered web content extraction — turn any website into structured JSON using LLMs and LangChain,2025-06-11,2026-03-27,tool_calling,yes,batch;web_scrape
CristoVentures/LocalCents,https://github.com/CristoVentures/LocalCents,2,0,Python,general,"LocalCents is a fully local, privacy-first pipeline that converts messy credit card statements and bank PDFs into clean, structured CSV data. Unlike traditional parsers that rely on brittle RegEx or h",2026-04-14,2026-07-30,openai_structured_outputs,yes,pdf
Harish2859/Llama-3.1-JSON-Specialist,https://github.com/Harish2859/Llama-3.1-JSON-Specialist,2,0,Python,general,High-precision LLM for structured data extraction. Uses dual-phase SFT and DPO to transform unstructured text into validated JSON. Optimized for NVIDIA Blackwell (RTX 50-series) via Unsloth and QLoRA.,2026-03-07,2026-08-06,none shown,yes,eval
agentranks/agentranks,https://github.com/agentranks/agentranks,2,0,TypeScript,general,"Open-source TypeScript CLI that turns your website into an AI-readable source of truth with llms.txt, schema.org JSON-LD, structured facts, AI intent pages, and deployable static profiles.",2026-06-07,2026-07-23,none shown,yes,batch;web_scrape
IgnatG/langcore-api,https://github.com/IgnatG/langcore-api,2,0,Python,general,"Production-ready HTTP service for LangCore — structured document extraction via FastAPI, Celery, and Redis.",2026-02-18,2026-02-27,none shown,yes,batch
McHenro/AI-Consultation-Notes-Analyzer,https://github.com/McHenro/AI-Consultation-Notes-Analyzer,2,0,Python,general,"AI Notes Analyzer is a backend service that uses Large Language Models (LLMs) to transform unstructured professional notes into structured, actionable insights.",2026-01-07,2026-01-18,none shown,yes,pdf;eval
flo7up/ai-web-scraping-pipeline,https://github.com/flo7up/ai-web-scraping-pipeline,2,2,Python,general,"Open-source agentic AI web scraping pipeline for discovering, extracting, deduplicating, and reviewing structured data from public websites using Azure Functions, Cosmos DB, Azure OpenAI, and Microsof",2026-05-23,2026-08-05,none shown,yes,batch;web_scrape
luminati-io/llama-3-web-scraping,https://github.com/luminati-io/llama-3-web-scraping,2,1,,general,"Use LLaMA 3 and Python to extract structured data from websites like Amazon, leveraging LLM-powered parsing for resilient, AI-driven web scraping.",2025-04-28,2025-10-06,prompt_and_parse,yes,web_scrape;eval
Aayushashsahu/Document-Intelligence-MVP.,https://github.com/Aayushashsahu/Document-Intelligence-MVP.,2,0,Python,general,"An AI-powered Document Intelligence System that transforms complex engineering PDFs into structured, searchable knowledge by extracting text, tables, images, flowcharts, and metadata using a hybrid de",2026-06-22,2026-08-01,none shown,yes,pdf;eval
edogola4/Email-Signature-Extraction-with-LLMs,https://github.com/edogola4/Email-Signature-Extraction-with-LLMs,2,0,Python,general,This project aims to evaluate and compare different Large Language Models (LLMs) for the task of extracting email signature information and structuring it into a JSON format. The evaluated models are ,2024-07-29,2025-05-02,none shown,yes,eval
mhs3n/Automated_Extraction,https://github.com/mhs3n/Automated_Extraction,2,0,HTML,general,"Automated document information extraction system combining OCR and fine-tuned LLMs to convert unstructured PDFs and images into structured data. Designed for high accuracy and scalability, featuring e",2025-02-04,2026-06-26,none shown,yes,batch;pdf;ocr_vision;eval
AyushBire/Intelligent-Document-Data-Preprocessing-System,https://github.com/AyushBire/Intelligent-Document-Data-Preprocessing-System,2,0,Python,general,"A modular AI-powered Intelligent Document Processing System that transforms unstructured documents into structured data through preprocessing, OCR, metadata extraction, and LLM-based information extra",2026-07-13,2026-08-01,none shown,yes,ocr_vision;eval
emaadkalantarii/Network-Data-Extraction-using-LLMs,https://github.com/emaadkalantarii/Network-Data-Extraction-using-LLMs,2,0,Python,general,"Modular LLM pipeline for automated entity & relationship extraction from unstructured text documents. Integrates LangChain chunking, coreference resolution, and structured JSON output via OpenAI APIs ",2026-04-09,2026-05-08,none shown,yes,eval
chatsapi/ChatWithSQL,https://github.com/chatsapi/ChatWithSQL,2,2,Python,general,"ChatWithSQL: Secure, Schema-Validated Text-to-SQL Data Extraction, Eliminating Arbitrary Query Risks from LLMs",2024-12-02,2025-03-15,none shown,yes,
Rouzax/MealieRecipeParser,https://github.com/Rouzax/MealieRecipeParser,2,2,,general,"LLM prompt kit that converts recipes from photos, URLs, or text into schema.org/Recipe JSON-LD for Mealie import",2026-05-15,2026-07-09,none shown,yes,pdf
ARaminco/laravel-ai-mapper,https://github.com/ARaminco/laravel-ai-mapper,2,0,PHP,general,"A Laravel Artisan command to scan and map your project's database schema, models, routes, and FilamentPHP structure into a JSON file for AI models like ChatGPT or Gemini.",2025-08-20,2025-08-20,none shown,yes,
DrParthaMajumder/L8-Output-Parser-LangchainX,https://github.com/DrParthaMajumder/L8-Output-Parser-LangchainX,2,0,Jupyter Notebook,general,"Practical guide to LangChain output parsers. Convert raw LLM text into structured, validated data (JSON, lists, tables) with schemas, robust error handling, and retries. Build reliable pipelines that ",2025-10-09,2025-12-25,none shown,yes,
Mo7a3omar/OCR_to_SQL,https://github.com/Mo7a3omar/OCR_to_SQL,2,1,Python,general,"This project automates the process of extracting text from images using OCR , refining the extracted text with an LLM (Gemini model), saving the results into a structured format (JSON and Excel), and ",2024-09-20,2024-12-25,none shown,yes,batch;ocr_vision;eval
jy02140251/rag-document-loader,https://github.com/jy02140251/rag-document-loader,2,0,,general,"Load documents for RAG pipelines: PDF, DOCX, HTML, Markdown. Smart chunking, metadata extraction. LangChain compatible.",2026-02-11,2026-03-07,none shown,yes,pdf
kafkasl/yt2transcript,https://github.com/kafkasl/yt2transcript,2,0,Python,general,Extract youtube transcripts in text or json format to use as context in LLMs.,2025-03-26,2026-06-09,none shown,yes,
Newton-Maina/AI-Scraper-Parser,https://github.com/Newton-Maina/AI-Scraper-Parser,2,1,Python,general,"An AI-powered web scraper that uses Selenium for dynamic content extraction and local LLMs (via Ollama) to parse unstructured HTML into clean, structured data.",2024-09-04,2026-01-15,none shown,yes,web_scrape
harshvardhan-11/SnowMiners,https://github.com/harshvardhan-11/SnowMiners,2,0,Python,general,"Snow Miners is an advanced data extraction and analysis solution designed to handle unstructured, structured, and semi-structured data. It leverages cutting-edge technologies such as Large Language Mo",2024-10-09,2025-10-03,none shown,yes,
maikpaixao/nre-transformers,https://github.com/maikpaixao/nre-transformers,2,1,Python,general,"Neural relation extraction (NRE) system that utilizes Transformer models, specifically BERT, to identify and classify relationships between entities in text. ",2020-05-03,2025-04-24,none shown,yes,eval
ibrahim-shaban-qabaqebo/ITDB-Fact-Sheet-Analyzer,https://github.com/ibrahim-shaban-qabaqebo/ITDB-Fact-Sheet-Analyzer,2,0,Python,general,"A Streamlit application that lets you _chat with_ IAEA ITDB fact‑sheet PDFs. Upload a sheet, extract structured JSON, ask free‑form questions, download CSV, and visualise key metrics — all powered by ",2025-05-08,2026-07-18,none shown,yes,pdf
cloudera/CML_AMP_Image-Analysis-with-Anthropic-Claude,https://github.com/cloudera/CML_AMP_Image-Analysis-with-Anthropic-Claude,2,0,Python,general,"This AMP enables transcription and information extraction from images using Anthropic Claude models, covering use cases like text extraction, document QA, and converting unstructured content into stru",2024-10-02,2025-01-30,none shown,yes,batch;ocr_vision;eval
naaas94/Hermes,https://github.com/naaas94/Hermes,1,0,Python,general,"Schema-bound LLM document extraction with auditable contracts and replayable runs. Hermes converts messy Excel spreadsheets, text-layer PDFs, and scanned documents into validated, structured JSON usin",2026-03-01,2026-04-26,openai_structured_outputs,yes,batch;pdf;ocr_vision;eval
hassanharis/OTSE-Optical-Transceiver-Spec-Extractor,https://github.com/hassanharis/OTSE-Optical-Transceiver-Spec-Extractor,1,0,HTML,general,"Local LLM-powered tool that parses optical transceiver PDF datasheets into structured data. Extracts atomic parameters (wavelength, baud rate, power, FEC, modulation, reach, etc.) into a validated Pyd",2026-08-05,2026-08-10,openai_structured_outputs,yes,pdf;ocr_vision;eval
Mohammedkh97/DocMind-AI,https://github.com/Mohammedkh97/DocMind-AI,1,0,Jupyter Notebook,general,"Hybrid document intelligence system combining OCR, VLM, and LLM-based structured extraction with an agentic routing layer that dynamically selects the best method based on document quality and layout ",2026-05-24,2026-06-08,none shown,yes,pdf;ocr_vision;eval
calgo-lab/struct-extract-research,https://github.com/calgo-lab/struct-extract-research,1,0,Jupyter Notebook,general,"Benchmarking open-source OCR, LLM and VLM pipelines for structured information extraction from real-world heterogeneous documents.",2026-01-09,2026-03-20,none shown,yes,pdf;ocr_vision;eval
projectsagar01/laravelai_json,https://github.com/projectsagar01/laravelai_json,1,0,Blade,general,Forcing LLMs (Ollama) to return structured JSON in Laravel. CLI + Web UI for automated data extraction from messy text. No Python,2026-07-19,2026-07-20,none shown,yes,batch
jmassengille/deterministic-extraction,https://github.com/jmassengille/deterministic-extraction,1,2,Python,general,"Document processing pipeline that combines LLM-based and programmatic extraction. Handles multiple file types, outputs to whatever schema you need.",2025-12-09,2026-01-19,none shown,yes,batch;pdf;ocr_vision
emirgms-creator/parse-core,https://github.com/emirgms-creator/parse-core,1,0,Go,general,"Ultra-fast, privacy-first local data ingestion pipeline in Go. Extracts text from PDF, DOCX, CSV, TXT & MD, chunks it semantically with sliding overlap, and structures it into JSON using local LLMs (O",2026-06-26,2026-06-27,none shown,yes,batch;pdf;web_scrape
k3snyder/document-summarizer,https://github.com/k3snyder/document-summarizer,1,0,Rust,general,"Local-first macOS app that turns PDF, PPTX, DOCX, TXT & Markdown into structured summaries — extraction, vision, and summarization on your machine.",2026-06-24,2026-08-14,none shown,yes,batch;pdf;ocr_vision
BytePhantom03/ai-financial-report-generator,https://github.com/BytePhantom03/ai-financial-report-generator,1,0,Python,general,"Upload company financial documents (PDF, CSV, TXT) and automatically generate a structured equity research report with financial tables, narrative insights, charts, and downloadable PDF output using L",2026-05-31,2026-06-03,none shown,yes,pdf
Distill-AI/distill-ai,https://github.com/Distill-AI/distill-ai,1,1,TypeScript,general,"Open-source AI agent that parses messy RFQ emails, PDFs, and spreadsheets into structured, priced, human-reviewed quotes.",2026-06-17,2026-07-21,none shown,yes,batch;pdf;web_scrape;eval
nehalvaghasiya/web-scraper-agent,https://github.com/nehalvaghasiya/web-scraper-agent,1,0,Python,general,"LLM-powered, schema-driven web scraping agents: extract structured data from any webpage using user-defined Pydantic models.",2025-05-28,2025-07-18,none shown,yes,web_scrape
mr-aymann/Universal-Scapper,https://github.com/mr-aymann/Universal-Scapper,1,0,Python,general,"A smart, LLM-powered web scraper that uses Crawl4AI to crawl any website, extracts structured data using LiteLLM, and outputs clean, tabular formats (JSON/CSV). It intelligently identifies and organiz",2025-06-19,2025-07-24,none shown,yes,web_scrape
fri3erg/DataDig-AIExtractor,https://github.com/fri3erg/DataDig-AIExtractor,1,0,Python,general,App used to extract structured data from documents photos or pdfs via custom templating and commercial LLM (GPT and Azure Document Intelligence). Developed as a Computer Science Thesis at University o,2025-07-09,2025-07-09,none shown,yes,ocr_vision
ravindersirohi/AI-LossClaim-Automation,https://github.com/ravindersirohi/AI-LossClaim-Automation,1,0,C#,general,"Extract structured policy and loss‑claim data from messy PDF loss‑runs using Azure Document Intelligence for OCR/table detection and an LLM for schema‑aligned normalization, producing clean, carrier‑a",2026-04-19,2026-05-06,none shown,yes,batch;pdf;ocr_vision;eval
Chetan-Suresh/content-extraction-pipeline-video-stt-llm,https://github.com/Chetan-Suresh/content-extraction-pipeline-video-stt-llm,1,0,Python,general,An automated pipeline for extracting structured information from videos by combining speech-to-text transcription with large language models.,2026-02-11,2026-07-02,none shown,yes,
b11706020/Q-A-Bot-over-private-data-with-OpenAI-LLM-and-Embeddings,https://github.com/b11706020/Q-A-Bot-over-private-data-with-OpenAI-LLM-and-Embeddings,1,1,Jupyter Notebook,general,"Python-based Q&A bot using OpenAI's LLM and LangChain's Vector Index Database for text extraction and processing. Features include PDF data extraction, tokenization, efficient data management, OpenAI ",2023-11-12,2024-01-05,none shown,yes,pdf
EdenOved/ai-email-to-task-automation,https://github.com/EdenOved/ai-email-to-task-automation,1,0,Python,general,AI-powered workflow automation system that extracts structured action items from unstructured emails and creates Monday.com tasks using Python and LLM-based information extraction.,2026-03-18,2026-03-21,none shown,yes,
SamyAteia/ZotExtract,https://github.com/SamyAteia/ZotExtract,1,0,JavaScript,general,ZotExtract: A Zotero plugin for LLM-based information extraction. Automatically pull structured metadata and key concepts from full-text PDFs. Run privacy-focused local LLMs on your device or connect ,2026-02-24,2026-06-23,none shown,yes,pdf;eval
alexbalan08/Extracting-Procedural-Workflows-and-Building-Process-Supervision-Data-for-Training-Small-LLM-Agents-,https://github.com/alexbalan08/Extracting-Procedural-Workflows-and-Building-Process-Supervision-Data-for-Training-Small-LLM-Agents-,1,0,Python,general,"Converts corporate documents containing procedural workflows (e.g.  repair manuals, standard operating procedures) into structured workflow graphs encoded in JSON, and uses them to create process-supe",2026-02-04,2026-07-30,none shown,yes,eval
